Node	dA	dNL	dNC	dH	dLCP	dIIC	dIICintra	dIICflux	dIICconnector	dF	dAWF	dPC	dPCintra	dPCflux	dPCconnector	
360	0.1389854	0.3798514	0.0000000	0.4300526	0.2777776	0.2978907	0.0011091	0.2965143	-0.0022916	0.4234057	0.2817690	0.2617590	0.0025155	0.2512304	0.0095594	
361	0.3474635	0.3963666	0.0000000	0.4408410	0.6937197	0.7511257	0.0069319	0.7396683	0.0019666	0.4185153	0.6773945	0.6458634	0.0157218	0.6159297	0.0157582	
362	0.3474635	0.2477291	0.0000000	0.4756651	0.6937197	0.8275848	0.0069319	0.7679835	0.0501105	0.4354546	0.7959693	0.7422482	0.0157218	0.6986033	0.0294694	
363	0.2084781	0.5450041	0.0000000	0.4325943	0.4165216	0.4629571	0.0024955	0.4603464	-0.0024438	0.4609204	0.7160332	0.6687682	0.0056599	0.6477742	0.0168805	
364	0.0694927	0.5780347	0.0000000	0.4334576	0.1389371	0.1552404	0.0002773	0.1546871	-0.0022829	0.4501756	0.2430538	0.2449857	0.0006289	0.2235722	0.0223310	
365	0.0694927	0.5780347	0.0000000	0.4323180	0.1389371	0.1545212	0.0002773	0.1539785	-0.0022935	0.4445551	0.2343186	0.2241052	0.0006289	0.2156842	0.0093384	
366	3.3356500	0.5945500	0.0000000	0.4361444	6.5600340	7.4101640	0.6388459	6.7698700	-0.0011115	0.5072165	8.9469040	10.3133300	1.4489260	8.0887090	0.7772382	
367	0.1389854	0.3798514	0.0000000	0.3889294	0.2777776	0.2876141	0.0011091	0.2861539	-0.0022078	0.3139308	0.2755460	0.2457915	0.0025155	0.2428276	0.0019948	
368	0.2779708	0.3137903	0.0000000	0.4211911	0.5551689	0.6005730	0.0044364	0.5956642	-0.0020866	0.4061191	0.5573723	0.5713222	0.0100620	0.5260471	0.0367595	
369	0.0694927	0.3303055	0.0000000	0.4241472	0.1389371	0.1505180	0.0002773	0.1500714	-0.0023896	0.4124270	0.1475538	0.1777060	0.0006289	0.1376093	0.0410142	
370	0.2084781	0.3468208	0.0000000	0.4341483	0.4165216	0.4549854	0.0024955	0.4513034	-0.0013725	0.4280481	0.4545272	0.4768339	0.0056599	0.4143344	0.0583859	
371	0.0694927	0.4293972	0.0000000	0.4681160	0.1389371	0.1703866	0.0002773	0.1586429	0.0089075	0.4238593	0.2083619	0.2090318	0.0006289	0.2006792	0.0092701	
372	0.0694927	0.3303055	0.0000000	0.4267166	0.1389371	0.1512199	0.0002773	0.1507949	-0.0024112	0.4159496	0.1506717	0.1382245	0.0006289	0.1374691	0.0016729	
373	0.0694927	0.4459125	0.0000000	0.4098294	0.1389371	0.1506220	0.0002773	0.1500696	-0.0022838	0.3606167	0.1598978	0.1429116	0.0006289	0.1417729	0.0020561	
374	0.0694927	0.4624277	0.0000000	0.4139735	0.1389371	0.1510812	0.0002773	0.1505317	-0.0022866	0.3708725	0.1651771	0.1476085	0.0006289	0.1449662	0.0035598	
375	0.0694927	0.4789430	0.0000000	0.4147747	0.1389371	0.1518351	0.0002773	0.1512890	-0.0022901	0.4040849	0.1848981	0.1664256	0.0006289	0.1620891	0.0052540	
376	0.0694927	0.4459125	0.0000000	0.4058649	0.1389371	0.1501281	0.0002773	0.1495866	-0.0022947	0.4235475	0.2026936	0.1835330	0.0006289	0.1820475	0.0024029	
377	0.5559416	0.4293972	0.0000000	0.4379125	1.1087930	1.2749190	0.0177457	1.2499190	0.0046954	0.4416138	1.6831280	2.0567620	0.0402479	1.6066660	0.4113946	
378	0.0694927	0.2312139	0.0000000	0.4187461	0.1389371	0.1571640	0.0002773	0.1566720	-0.0023442	0.4238026	0.1750472	0.1763009	0.0006289	0.1611916	0.0160267	
379	0.0694927	0.2477291	0.0000000	0.4513048	0.1389371	0.2296719	0.0002773	0.1575963	0.0692394	0.4215417	0.1761120	0.1664649	0.0006289	0.1609283	0.0064541	
380	0.0694927	0.2146986	0.0000000	0.4028328	0.1389371	0.1509426	0.0002773	0.1504240	-0.0023176	0.4236254	0.1755955	0.1770477	0.0006289	0.1611407	0.0168244	
381	0.0694927	0.4459125	0.0000000	0.4058649	0.1389371	0.1501281	0.0002773	0.1495866	-0.0022947	0.3809298	0.1664396	0.1526199	0.0006289	0.1482275	0.0053098	
382	0.0694927	0.4459125	0.0000000	0.4058649	0.1389371	0.1501281	0.0002773	0.1495866	-0.0022947	0.3816315	0.1664906	0.1512737	0.0006289	0.1482776	0.0039136	
383	0.0694927	0.4459125	0.0000000	0.4058649	0.1389371	0.1501281	0.0002773	0.1495866	-0.0022947	0.4004561	0.1793064	0.1644604	0.0006289	0.1618460	0.0035318	
384	0.0694927	0.4128819	0.0000000	0.4053538	0.1389371	0.1504660	0.0002773	0.1499193	-0.0022895	0.4116758	0.2016926	0.2023009	0.0006289	0.1978860	0.0053323	
385	0.2084781	0.5284889	0.0000000	0.6619971	0.4165216	0.7092656	0.0024955	0.4617211	0.2424901	0.4444204	0.4956334	0.5600811	0.0056599	0.4459990	0.1099686	
386	0.0694927	0.5119736	0.0000000	0.4248172	0.1389371	0.1499201	0.0002773	0.1494818	-0.0023979	0.4416492	0.1693725	0.1616108	0.0006289	0.1536202	0.0089081	
387	0.2779708	0.5119736	0.0000000	0.6416772	0.5551689	0.9078998	0.0044364	0.6401146	0.2607899	0.4354972	0.7076614	0.6727675	0.0100620	0.6359527	0.0282991	
388	0.0694927	0.3963666	0.0000000	0.4005605	0.1389371	0.1496602	0.0002773	0.1490320	-0.0022080	0.3952113	0.1766539	0.1755738	0.0006289	0.1651090	0.0113822	
389	0.0694927	0.3798514	0.0000000	0.3839427	0.1389371	0.1415065	0.0002773	0.1408434	-0.0021731	0.3880032	0.1715149	0.1729698	0.0006289	0.1629128	0.0109745	
390	0.0694927	0.5450041	0.0000000	0.4301354	0.1389371	0.1577532	0.0002773	0.1505910	0.0043261	0.4480068	0.1776040	0.1744929	0.0006289	0.1639553	0.0114551	
391	0.0694927	0.3798514	0.0000000	0.3839427	0.1389371	0.1415065	0.0002773	0.1408434	-0.0021731	0.3833325	0.1692323	0.1802707	0.0006289	0.1606357	0.0205524	
392	0.7644197	0.2807597	0.0000000	0.4248172	1.5229960	1.6863290	0.0335505	1.6497730	0.0004462	0.4408625	2.0230790	1.8859340	0.0760938	1.7554270	0.0559599	
393	0.0694927	0.3633361	0.0000000	0.3821745	0.1389371	0.1413246	0.0002773	0.1406586	-0.0021702	0.3799021	0.1679124	0.1783939	0.0006289	0.1606989	0.0186125	
394	0.0694927	0.2477291	0.0000000	0.4024184	0.1389371	0.1511592	0.0002773	0.1504632	-0.0021402	0.4079760	0.1902604	0.2151339	0.0006289	0.1785933	0.0374581	
395	0.1389854	0.2807597	0.0000000	0.4123366	0.2777776	0.3037308	0.0011091	0.3024053	-0.0023425	0.4111938	0.3841359	0.4072942	0.0025155	0.3546576	0.0516675	
396	0.2084781	0.3798514	0.0000000	0.4178828	0.4165216	0.4464418	0.0024955	0.4375546	0.0038327	0.3599505	0.4664886	0.4690712	0.0056599	0.4507826	0.0141751	
397	0.1389854	0.2642444	0.0000000	0.4050844	0.2777776	0.3027084	0.0011091	0.3016104	-0.0025701	0.4116474	0.3878149	0.3767840	0.0025155	0.3547251	0.0210897	
398	0.0694927	0.5780347	0.0000000	0.4373600	0.1389371	0.1569647	0.0002773	0.1528924	0.0012362	0.4572419	0.1883731	0.2013085	0.0006289	0.1764827	0.0257432	
399	0.2084781	0.2972750	0.0000000	0.3633259	0.4165216	0.4113402	0.0024955	0.4086325	-0.0023467	0.2808530	0.3475312	0.3127076	0.0056599	0.3070221	0.0015720	
400	0.3474635	0.5615194	0.0000000	0.4367936	0.6937197	0.7659860	0.0069319	0.7579920	-0.0014968	0.4719345	0.9521753	1.0313240	0.0157218	0.8683624	0.1487861	
401	0.1389854	0.5284889	0.0000000	0.4230490	0.2777776	0.3034449	0.0011091	0.3023095	-0.0025326	0.4489282	0.3703765	0.3558837	0.0025155	0.3534419	0.0014726	
402	0.2779708	0.5284889	0.0000000	0.4230490	0.5551689	0.6072710	0.0044364	0.6024008	-0.0021251	0.4643649	0.7577769	0.8168975	0.0100620	0.6977051	0.1106768	
403	0.1389854	0.3303055	0.0000000	0.4822128	0.2777776	0.4185321	0.0011091	0.2891975	0.1256666	0.3416645	0.3036770	0.3046010	0.0025155	0.2897676	0.0138643	
404	0.1389854	0.4954583	0.0000000	0.4044214	0.2777776	0.2920765	0.0011091	0.2909254	-0.0025169	0.4129303	0.3400585	0.3356419	0.0025155	0.3331458	0.0015269	
405	0.1389854	0.5615194	0.0000000	0.4548273	0.2777776	0.3372987	0.0011091	0.3118293	0.0218013	0.4418406	0.3817449	0.3926041	0.0025155	0.3451792	0.0464557	
406	0.9034051	0.5450041	0.0000000	0.4323318	1.7986490	1.9967660	0.0468598	1.9447400	0.0026072	0.4677457	2.2933520	2.4134120	0.1062797	2.1243430	0.1843361	
407	0.0694927	0.3633361	0.0000000	0.4347423	0.1389371	0.2212843	0.0002773	0.1520925	0.0663555	0.4071964	0.1947236	0.1934574	0.0006289	0.1747768	0.0195980	
408	0.0694927	0.4954583	0.0000000	0.4474025	0.1389371	0.1729948	0.0002773	0.1455903	0.0245682	0.4191957	0.1765328	0.2014067	0.0006289	0.1719707	0.0303535	
409	1.6678250	0.3468208	0.0000000	0.4060928	3.3078330	3.5151600	0.1597115	3.3515860	0.0013036	0.4093510	4.2214340	4.7905360	0.3622314	3.9629180	0.4669331	
410	0.1389854	0.4789430	0.0000000	0.4020869	0.2777776	0.2912360	0.0011091	0.2901781	-0.0026101	0.4261912	0.3595436	0.3908452	0.0025155	0.3472876	0.0425884	
411	0.1389854	0.4459125	0.0000000	0.3970725	0.2777776	0.2871115	0.0011091	0.2860559	-0.0026124	0.3839704	0.3240675	0.3162745	0.0025155	0.3138066	0.0014987	
412	0.0694927	0.4954583	0.0000000	0.4059271	0.1389371	0.1475286	0.0002773	0.1468729	-0.0021805	0.4391969	0.1879204	0.1932019	0.0006289	0.1779416	0.0161777	
413	1.4593470	0.3468208	0.0000000	0.4028052	2.8973970	3.1156040	0.1222791	2.9913100	-0.0005431	0.4046732	3.7757630	4.2548540	0.2773335	3.5425710	0.4364952	
414	0.3474635	0.4954583	0.0000000	0.4059271	0.6937197	0.7362827	0.0069319	0.7288189	-0.0020270	0.4492046	0.9320335	0.9331508	0.0157218	0.8651224	0.0538528	
415	0.2779708	0.4789430	0.0000000	0.4020869	0.5551689	0.5830006	0.0044364	0.5781380	-0.0021328	0.4238310	0.7121310	0.7295135	0.0100620	0.6854955	0.0355024	
416	0.0694927	0.5284889	0.0000000	0.4106513	0.1389371	0.1478059	0.0002773	0.1471502	-0.0021805	0.4548817	0.2019986	0.2061429	0.0006289	0.1869345	0.0201259	
417	0.0694927	0.5119736	0.0000000	0.4088832	0.1389371	0.1478232	0.0002773	0.1471502	-0.0021631	0.4460577	0.1929510	0.1911384	0.0006289	0.1781357	0.0139202	
418	0.1389854	0.5615194	0.0000000	0.4295967	0.2777776	0.3058364	0.0011091	0.3047349	-0.0025665	0.4532445	0.4091554	0.3803410	0.0025155	0.3775677	0.0018042	
419	0.0694927	0.5119736	0.0000000	0.4088832	0.1389371	0.1478232	0.0002773	0.1471502	-0.0021631	0.4458309	0.1937799	0.2360636	0.0006289	0.1781818	0.0587992	
420	0.4169562	0.4789430	0.0000000	0.4020869	0.8321739	0.8737428	0.0099820	0.8638798	-0.0026779	0.4342852	1.0848540	1.0846110	0.0226395	1.0209290	0.0425887	
